id,nombre_busqueda,texto_original,filtros,guardado,created_at,updated_at,usuario_id,ultima_revision
8de793b3-5b8f-4d5e-a1d4-1b2860906bab,a7,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. Constituyente","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 14:13:01.191851+00:00,2025-09-04 14:13:21.679915+00:00,2,2025-09-04 11:13:21+00:00
25fb5b60-3ced-4247-84b1-7bb0912822b7,a9 - sin keywords,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado.","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 17:39:58.138727+00:00,2025-09-04 17:40:17.760067+00:00,2,2025-09-04 14:40:17+00:00
bcbcd219-d957-40c4-9a03-c217b4a7f29e,a8,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. Constituyente","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 16:16:42.485228+00:00,2025-09-04 16:17:05.264838+00:00,2,2025-09-04 13:17:05+00:00
7db444ac-967f-46c7-b8bb-fd5c96bbf98b,v1k,"venta en Venta en carrasco, 3 dormitorios, 2 baños, entre 500000 y 6500000 de dolares, a estrenar. Con piscina y aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Carrasco"", ""moneda"": ""USD"", ""piscina"": true, ""banos_max"": 2, ""banos_min"": 2, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 500000, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 3, ""dormitorios_min"": 3, ""aire_acondicionado"": true}",True,2025-09-04 18:04:45.501702+00:00,2025-09-04 18:05:03.305767+00:00,2,2025-09-04 15:05:02+00:00
8f88f2af-b598-4006-8b3e-fe82fc8c477f,v2k,"venta en Venta en carrasco, 3 dormitorios, 2 baños, entre 500000 y 6500000 de dolares, a estrenar. Con piscina y aire acondicionado.","{""tipo"": ""Apartamento"", ""ciudad"": ""Carrasco"", ""moneda"": ""USD"", ""piscina"": true, ""banos_max"": 2, ""banos_min"": 2, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 500000, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 3, ""dormitorios_min"": 3, ""aire_acondicionado"": true}",True,2025-09-04 18:19:10.640090+00:00,2025-09-04 18:19:30.654615+00:00,2,2025-09-04 15:19:30+00:00
63db9151-63ad-41d4-b4cb-32b12eae9c81,a1k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado.","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 19:11:16.625363+00:00,2025-09-04 19:11:35.917117+00:00,2,2025-09-04 16:11:35+00:00
8cdedd4a-316e-4248-8f3b-1dc5bdb83a83,a2k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 19:19:25.910296+00:00,2025-09-04 19:19:42.035761+00:00,2,2025-09-04 16:19:41+00:00
964974df-541e-451d-8903-1d1d46e66234,a3k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 19:30:21.530014+00:00,2025-09-04 19:30:38.702094+00:00,2,2025-09-04 16:30:38+00:00
e1444bc3-a976-4a2a-9b32-4b13e9634768,a4k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 21:10:25.454750+00:00,2025-09-04 21:10:25.454750+00:00,2,
97fb88d1-7430-42e1-ae0b-024743b4c61a,a5k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 21:12:20.497704+00:00,2025-09-04 21:12:41.200364+00:00,2,2025-09-04 18:12:40+00:00
15c702ad-12cd-4a18-a1d2-e3d8998396f6,a6k,"Apartamento en Venta en Cordón, 1 a 2 dormitorios, 1 baño, sin cochera, 45 a 60 totales, 40 a 50 cubiertos, entre 5000000 y 6500000 de pesos, a estrenar. Con piscina, terraza, ascensor, aire acondicionado. ","{""tipo"": ""Apartamento"", ""ciudad"": ""Cordón"", ""moneda"": ""UYU"", ""piscina"": true, ""terraza"": true, ""ascensor"": true, ""banos_max"": 1, ""banos_min"": 1, ""operacion"": ""Venta"", ""precio_max"": 6500000, ""precio_min"": 5000000, ""cocheras_max"": 0, ""cocheras_min"": 0, ""departamento"": ""Montevideo"", ""antiguedad_max"": 0, ""antiguedad_min"": 0, ""dormitorios_max"": 2, ""dormitorios_min"": 1, ""aire_acondicionado"": true, ""superficie_total_max"": 60, ""superficie_total_min"": 45, ""superficie_cubierta_max"": 50, ""superficie_cubierta_min"": 40}",True,2025-09-04 21:33:58.136351+00:00,2025-09-04 21:34:10.685446+00:00,2,2025-09-04 18:34:10+00:00
